Question Id,View count,Is Answered,Answer Count,Score,Owner Reputation
69877961,116,True,1,0,1
70144116,203,True,5,1,292
69393772,50,False,1,0,803
68875406,51,True,1,0,79
68658113,101,True,1,0,803
68818949,14,False,1,0,1
69678582,78,False,1,1,31
68738130,379,False,1,0,53
70013002,19,False,1,0,1
69921637,42,False,1,2,51
69551793,102,False,2,0,49
69751721,49,False,1,0,1
70148373,114,False,1,-1,29
70071255,58,True,1,0,11
69782612,160,False,0,0,1
70092100,49,True,2,0,37
70165553,47,True,1,1,13
68091067,133,False,1,5,51
68006378,101,False,1,1,11
69719481,58,True,2,0,1835
69133043,52,False,1,0,1
70095776,20,False,0,0,1
67873635,132,False,0,0,1
70084093,24,False,0,0,1
68077229,133,True,2,3,186035
69471060,49,False,0,0,1
70049549,213,True,1,3,31075
69852565,232,True,1,0,677
69959720,136,True,1,1,166
68319123,37,True,2,1,25
70042993,55,True,2,0,49
70176601,53,True,1,1,584
70162042,45,True,2,0,117
69941059,62,True,2,0,1366
70146315,60,True,1,1,311
69841327,31,True,2,1,193
70176718,91,True,5,1,395
70072118,47,True,1,0,19
70078723,70,False,1,-1,61
69754286,36,False,0,1,49
70086002,65,True,3,0,25
68812285,34,False,1,1,819
70175496,61,False,1,0,1
70116602,35,True,1,0,19
70030390,24,True,1,1,11
70143406,178,True,2,4,4237
68008106,39,False,0,0,1
70134395,43,False,1,1,341
70086694,32,False,0,0,1463
69783297,44,False,0,1,37
69961127,70,True,2,1,23
70137174,146,True,1,0,4823
70123062,39,False,2,0,1
70155360,94,True,3,0,514
70159928,224,False,0,4,47
69949914,36,True,1,0,13
70057381,84,True,1,1,37
70169068,39,False,0,0,1
68394573,62,False,0,0,1191
70103163,86,False,0,5,227
69777774,25,False,1,0,353
70174597,58,True,1,0,25
70125591,348,True,2,2,57
70097170,141,True,3,2,386
69979925,25,False,0,0,3
68958995,64,True,2,0,35
70162185,36,False,2,0,1
69769468,63,True,1,1,17
69231181,67,False,0,0,11
70126028,208,True,6,3,1326
68728894,168,False,1,0,6579
70049286,30,True,2,1,155
70137149,45,True,1,0,211
69663157,18,False,0,0,13
70140133,46,False,0,0,361
69743820,48,False,0,0,39
70124094,98,False,0,0,1
70137844,99,True,3,0,753
68129458,23,True,1,0,3926
70172287,65,False,2,0,357
68654488,47,True,1,0,551
70175577,61,False,0,0,47
69810152,84,False,1,0,1
70163323,43,True,1,3,148
70147634,79,True,2,2,37
69067890,5220,True,4,3,427
70154086,79,True,2,3,951
69295812,40,True,1,0,5
68716620,652,True,1,1,310
69856108,33,False,1,0,11
68589625,35,True,1,-1,31
70071168,42,True,1,0,41
69460581,199,True,2,0,189
70122728,22,False,0,0,1
70144494,51,True,2,0,331
70087304,58,False,1,1,11
69886410,31,False,1,0,9
70166451,37,False,1,0,21
70104627,41,False,2,0,1
70166402,49,False,1,0,1
70164315,119,True,1,0,23
70172108,34,True,1,1,11
70165023,33,False,0,1,331
70164574,98,True,2,0,25
69141819,75,False,1,-1,2238
70080641,126,True,1,1,313
70138924,50,False,1,0,638
69309101,1027,True,2,4,263
70127055,22,False,0,0,3
70013207,101,True,2,0,2420
69899073,67,False,1,-1,753
70168337,89,True,5,2,1326
70089632,50,True,1,0,28
70160554,60,True,2,0,853
69709277,35,False,0,0,1
70149353,37,False,0,1,11
70125129,52,False,0,0,1
69755198,44,True,1,0,15
70026207,187,True,2,1,641
70082972,41,True,1,0,29
70170478,61,True,2,0,5651
69050371,76,True,1,1,35
70151444,37,True,1,0,1147
70157032,45,True,3,0,459
68892274,37,False,0,0,201
68960153,41,True,1,0,31
70072265,27,False,1,0,1
68983228,49,False,0,0,567
70157769,42,True,1,1,13
70173303,60,True,3,0,15
70174276,72,True,1,0,39
70159754,46,False,1,-2,72
70161871,39,False,0,0,11
70156848,16,False,0,0,307
70160962,41,True,3,0,109
70152319,38,True,2,0,19
70167052,30,False,0,2,23
70172582,39,False,0,0,21
70165184,48,False,1,0,77
70176896,16,False,0,1,11
68452272,139,True,3,3,1388
70176790,22,False,1,1,21
68580015,91,True,1,3,31
70165543,37,True,2,0,357
70170537,40,True,1,0,5
70059583,107,True,1,2,79
70176388,46,True,1,1,31
70172714,71,True,1,2,47
70162836,15,False,1,0,2585
70176257,63,True,5,1,415
70173741,25,False,1,1,11
70165264,36,True,1,0,7147
70173826,77,False,1,0,5
70147939,86,True,5,2,2089
70177398,40,True,2,0,69
70171410,33,True,1,1,2907
70175393,33,False,0,0,31
70135097,196,True,1,0,2705
70176723,53,True,2,0,25
70175155,60,True,3,0,3
70176605,37,True,1,0,159
70174606,68,True,3,0,109
70175697,52,True,3,2,25
70176532,10,False,0,0,3
70175693,83,False,0,0,1
70176631,29,True,1,2,54125
70176334,15,False,1,0,125
70176620,27,False,0,0,33
70176555,34,False,0,0,3
70175789,52,True,3,1,109
70175944,18,False,0,0,3783
70175498,17,False,0,0,47
70174747,35,False,1,1,441
70167056,79,True,1,1,2120
70175187,16,False,0,0,1295
70152658,46,True,1,0,3
70171109,72,True,2,1,56
70175079,21,False,0,0,73
70172903,34,True,1,1,13
70174916,30,True,1,1,524
70173513,33,True,1,4,584
70174412,21,True,1,0,49
70174502,53,True,2,3,75
70174407,18,False,0,1,350
70174183,38,True,1,0,41
70174265,31,False,0,0,1
70172151,39,False,1,0,13
70139279,56,False,0,1,11
70139533,47,True,1,2,33
70139600,69,False,0,1,11
70174144,39,False,0,2,3472
70140358,27,False,0,0,1
70173608,43,True,1,0,2809
70140033,30,False,0,0,361
70173536,38,True,2,0,1
70172910,41,True,1,0,3
70174020,30,True,1,1,161
70140392,69,False,1,0,1
70162371,34,True,1,1,161
70168242,40,True,2,1,29
70173094,34,True,1,2,530
70141984,26,True,1,0,3
70173562,24,False,0,0,53
70173381,61,True,1,0,3
70171734,28,False,0,1,11
69702693,53,True,1,-2,175
70172052,60,True,4,0,551
70171043,43,True,2,2,333
70172896,29,True,2,1,475
69945416,51,True,1,1,146
70172378,74,True,1,1,2434
70166085,42,True,1,0,11
70162659,71,True,4,3,564
70171532,14,False,0,0,1
70172146,38,True,1,-1,729
70164909,36,False,1,0,11
70164078,24,False,0,0,1
70171994,42,True,2,1,159
70159435,32,True,1,0,25
70171761,45,True,5,2,123
70172344,17,False,0,0,1
70152188,27,False,0,0,31
70171953,29,True,1,0,3
70161983,34,False,0,0,87
70171651,62,True,1,1,564
70170063,24,False,1,0,91
70163911,59,False,0,0,23
70163829,36,False,0,0,1
70171375,40,True,1,0,886
70171171,55,True,1,2,133
70171749,17,False,0,0,35
70171271,21,False,0,0,119
70164233,47,True,2,1,475
70171061,20,False,1,0,1
70171180,37,False,0,0,5
70170123,36,False,1,-1,9
70163756,28,True,1,0,319
70170927,67,False,0,0,185
70170974,28,False,0,1,11
70170741,31,True,1,1,111
70170663,28,True,1,0,5
70166864,39,False,0,0,21
70157263,27,False,1,0,11
70170725,30,True,1,0,15
70170856,25,False,0,0,17
70170514,26,True,1,0,826
70164167,44,True,2,1,15
70168302,35,True,2,0,97
70170569,41,False,0,3,5225
70170278,25,False,0,0,653
69736043,31,False,0,2,769
69972455,60,True,3,2,263
70170074,50,True,1,2,23
70163593,22,True,1,2,947
70169280,33,True,1,0,135
70167450,40,False,1,0,1
70169577,47,False,0,1,21
70169148,37,True,1,1,938
70166815,58,True,2,0,0
70169354,31,False,0,0,17128
70163204,35,False,2,1,6868
70168033,43,True,1,0,243
70167310,102,True,3,0,81
70166807,51,True,4,1,319
70153375,73,True,2,1,1259
70049110,21,True,1,0,103
70168197,25,True,1,-1,1
70165832,91,True,3,2,8058
