Question Id,View count,Is Answered,Answer Count,Score,Owner Reputation
70176503,34,True,1,1,47
70176410,24,False,1,1,9805
70169944,27,False,1,1,83
70170487,69,False,1,0,7
70158107,95,False,1,0,1
70044740,61,True,2,0,55
70176984,34,False,0,1,153
70176986,60,False,1,0,11
69995022,132,True,1,1,31
70158599,34,False,0,2,2602
70169952,40,True,2,0,57
70152595,56,True,1,-1,23
70176182,31,False,1,0,75
70083598,153,True,2,0,1533
70175683,35,False,0,0,101
70127507,29,True,1,0,173
70174544,62,True,2,1,4426
70174833,44,False,0,1,95
70160221,30,True,1,0,107
70172414,56,False,0,0,77
68939160,80,False,1,1,1670
70172402,11,False,0,0,168
70170508,34,True,1,0,87
70171020,96,True,1,2,10890
70171391,24,True,1,0,156
68940327,278,True,1,0,1
70167774,30,False,0,0,625
70170082,51,True,1,0,11
69945269,131,True,1,0,143
70169749,40,False,0,0,45
70170007,16,False,0,0,63
70168409,115,True,2,0,21
70168675,20,False,0,0,21
70168426,59,False,1,-1,154
70145292,60,True,1,0,11
70164785,160,True,1,1,13
70110123,52,True,1,0,405
70022020,92,True,2,0,3
70121081,104,False,0,0,1455
70155474,83,True,1,1,2015
70166917,32,False,0,1,561
70167150,71,True,1,-1,3034
70167063,31,False,0,0,13896
68983525,870,True,3,-1,0
70166704,20,False,0,0,11
70166027,52,True,1,0,40
70160055,64,False,0,0,4569
70164497,115,False,1,0,151
69548281,51,True,1,0,21
70011279,80,False,1,0,39
70163995,62,False,2,0,13
70164369,32,True,1,2,773
70153877,139,True,1,0,2236
70159742,25,False,1,0,15
70163565,40,False,0,0,3
70163525,23,False,0,0,65
70002890,28,True,2,0,545
69515822,31,False,1,0,861
70162162,31,False,0,0,13
70160323,26,False,1,0,451
70159030,25,False,1,0,4188
70155178,20,True,1,0,151
70160461,67,True,2,1,182
70160309,53,False,0,0,1
70159681,94,False,0,0,125
70159275,55,False,0,0,29
70136423,75,False,0,3,802
70157950,324,False,0,0,1
70158504,55,True,2,0,15
70137974,41,True,1,0,449
70154446,43,False,1,0,1
70152671,42,True,1,1,95
70156311,31,False,1,1,6248
70117117,24,True,1,0,2602
70155352,44,True,1,0,21
70148675,42,True,1,0,3
70152038,38,True,1,0,5
70155674,62,True,1,0,45
70155936,41,False,0,0,9
70154860,62,True,1,0,475
70154809,34,True,1,0,184
70154341,53,True,1,1,13
70153443,32,True,1,0,36279
70155143,30,False,0,0,1498
70154658,23,True,1,0,3
70143703,43,False,1,0,13
70149304,26,False,1,0,3817
70152200,62,False,1,0,738
70153521,30,True,1,0,161
70124309,41,True,1,0,1
70092006,50,False,1,0,11
70153691,15,False,0,0,11
70070867,28,False,0,0,13478
70152334,26,False,0,0,347
70152223,42,False,1,3,381
70152172,48,False,0,0,473
70147273,24,True,1,0,148
70142126,46,False,0,0,1
70151116,38,True,1,0,1611
70114937,37,False,1,0,1
70137714,49,False,1,0,0
70122184,56,False,1,0,1165
70093667,32,False,0,0,460
70099298,91,False,1,0,23
70130387,54,True,2,0,7401
70147657,65,False,0,0,1
70004368,116,True,1,2,83
70126138,48,True,2,0,315
69996156,83,False,1,0,347
70146111,20,True,1,-1,1
70141956,53,False,2,0,1
70145004,45,False,0,0,204
70144446,47,False,0,2,83
70056644,65,True,2,1,11
69967124,300,True,2,4,4458
70091469,262,True,1,4,57343
70141515,27,False,1,0,1
70142379,38,False,0,0,1
70133909,49,True,1,2,1253
69526454,75,True,1,0,4230
70139550,23,True,1,0,13
69914893,95,True,2,1,27756
70139421,38,False,0,0,3
70123718,76,False,0,0,25
70138346,28,False,0,1,2377
70130718,51,True,2,1,11305
69954209,267,True,3,2,79
70136969,53,True,1,-4,11
70120474,27,True,1,0,14616
70135621,46,False,1,2,861
70135110,40,False,0,0,1
70135623,216,True,1,1,81
70061873,262,True,1,0,21
70135314,32,False,0,0,93
70120256,91,True,1,1,7480
70134768,51,True,2,-1,146
70126244,48,True,1,2,656
70134414,114,False,0,1,11
70134248,46,True,1,0,49
70124111,45,False,1,0,347
70124685,27,True,1,1,15
70133465,30,False,0,0,67
69544314,322,True,1,0,39
68158140,167,True,2,0,135
70008556,59,True,2,2,11305
70131281,52,False,0,0,528
70130965,72,True,1,0,3
70127517,35,True,2,-2,11
70049940,45,False,0,0,9972
70127913,25,False,0,0,6229
70129444,45,False,0,0,9
69610206,199,False,1,0,1545
68309320,593,True,2,4,217
70016908,717,True,7,6,57343
70128550,13,False,0,0,1473
70127833,18,False,0,0,153
70127463,80,False,0,2,2010
70127345,39,True,1,-3,547
70122523,67,True,1,0,9
70126588,17,False,0,0,845
69983711,48,True,1,0,1
70114750,276,True,1,0,5
70126058,24,False,0,0,1183
70117255,48,True,1,0,2602
70125741,33,False,0,1,83
69641769,127,True,1,1,439
70122718,46,True,1,0,3669
70125276,23,False,0,0,87
70124648,72,True,1,0,3034
70124283,153,True,1,0,22278
70122710,132,True,2,0,11
70123490,46,False,0,2,53
70124412,19,True,1,0,1957
70123344,30,False,0,0,11
70119512,113,True,1,1,19
70120503,60,False,0,1,53
70122701,74,True,1,3,421
70123839,51,True,1,2,545
70123625,19,False,1,0,11
70123184,23,False,0,0,1
70113945,37,True,1,1,31
70121372,20,False,0,0,176
70110879,176,True,1,6,2435
70121723,13,False,0,0,1
70093676,80,False,0,1,11
70121061,53,False,0,0,7178
70120763,37,True,1,0,65
70118868,38,True,2,0,25
70120911,18,False,0,0,92
70110325,55,True,1,0,25
70101658,57,False,1,0,9
70021169,59,True,1,-1,21
70120295,30,False,0,0,11
70120051,29,False,1,0,7
70119978,69,False,0,0,1
70105019,58,True,2,1,966
70110024,43,False,0,0,68
68848170,745,True,6,3,1
70117957,12,False,0,0,1
70116294,25,False,0,0,163
70104121,41,True,1,1,127
70117257,42,True,3,0,11
70117277,28,False,0,0,24673
69477279,199,True,1,1,61
70116352,11,False,0,0,2602
70116142,116,False,0,0,967
70115816,23,False,0,0,585
70115004,10,False,0,0,153
70114841,7,False,0,0,1
70113341,58,True,1,-1,7
70000780,287,True,2,0,11
70112832,31,True,1,0,88
70113607,34,True,1,0,740
70113763,48,False,0,0,500
70109811,38,True,1,0,49
70113334,43,True,1,1,23
70111246,267,True,1,2,45
69994104,131,True,2,0,27478
70098737,48,True,1,0,402
70111982,38,True,1,0,154
70111503,43,True,4,0,3
70110542,89,True,1,3,1699
70110506,20,False,0,1,11
70110344,15,False,0,0,68
70109732,11,False,0,0,306
70108674,56,True,1,1,660
70109162,64,True,2,0,1313
69022905,17,False,0,0,63
70099633,85,True,1,0,65
70108222,30,True,1,1,22419
70038465,126,False,1,0,43
69045563,248,False,1,0,5593
70080434,51,False,1,1,61
70107392,37,False,0,0,430
70102215,57,True,1,-1,48
70106968,42,False,1,0,95
70106661,95,False,0,0,365
70098372,18,True,1,0,477
70104819,43,True,1,0,20743
70105846,17,False,0,1,497
70105429,12,False,0,0,3
70100515,58,False,0,0,15
70099730,379,True,1,4,91
70103800,64,False,0,0,20743
70103487,37,False,0,0,47
70100746,60,True,1,1,7675
70102698,16,False,0,1,21660
70102457,57,True,1,-2,3
70102265,18,False,0,0,159
70100597,48,True,1,0,43
70101322,48,False,0,2,31
70100869,29,False,0,0,1
70100311,36,True,2,0,153
69872768,165,True,1,0,154
70100230,6,False,0,0,397
70096545,34,True,1,1,79
69298084,80,True,2,1,44447
70098694,64,True,2,0,849
70099372,27,False,0,0,5
70099131,29,False,0,0,21
70097809,21,False,0,0,191
70097744,303,False,0,3,33
70097649,63,False,0,0,1
70066184,116,False,1,0,1
69854645,344,True,2,0,64
70066460,50,False,0,1,319
68952259,1966,True,3,7,6432
70092637,130,False,1,0,101
70094300,28,False,1,0,547
70093412,117,False,0,0,84
70094668,59,False,1,0,21
70094845,21,False,0,0,1
70094646,32,True,1,0,378
70081889,45,True,1,-1,501
70093442,62,True,2,0,17
70094296,36,False,1,0,692
70094522,18,False,0,0,501
70094258,26,False,0,0,691
70059324,48,True,1,0,115
70093708,20,True,1,0,45
70093597,44,False,1,-1,1
70092251,35,True,1,-1,23
70093345,30,False,0,0,500
69958673,111,False,1,1,23
70093020,71,False,0,3,41
70093060,43,False,0,0,78
70091946,31,False,1,0,11
70092244,82,False,0,1,11
70092242,41,True,2,0,497
70090989,249,True,1,1,13
70092235,22,False,0,0,16630
70008689,21,False,0,0,8280
70070133,76,True,1,0,23
70079318,33,False,1,-1,1
70090197,51,True,1,0,0
70090182,34,False,0,0,788
70080979,51,True,2,1,13
70088884,46,False,0,0,190
70088456,25,False,0,0,31
70082353,45,False,1,0,19
70088299,80,True,1,0,834
70087593,48,True,2,0,15
70072133,43,False,1,-1,6022
70085550,37,True,1,0,3952
70088072,38,False,2,0,153
70087990,47,True,1,-1,2017
70070249,78,False,0,1,6042
70083322,37,False,1,0,691
69920731,33,True,1,2,2017
70086231,63,False,1,-1,1
70083079,41,False,0,1,16630
70083338,106,False,1,0,1
70085947,63,False,1,0,76
70085510,15,False,0,0,5
70075625,73,True,2,-2,1
70085298,40,False,0,0,367
70085112,42,True,3,1,13
70084663,24,True,1,1,13
70085059,30,False,0,0,1
69146296,772,False,2,4,171
70084248,40,True,1,-1,33
70084112,119,True,1,0,277
70083764,30,True,1,0,53
70083209,46,True,1,2,57
70078465,57,False,0,1,147
70071361,44,True,2,2,41
70082788,64,True,1,0,2708
70082848,40,True,1,0,791
